humidity	longitude	latitude	date
87.9	-140.09	-2.05	900207
83.4	-170.03	-7.98	980515
78.5	164.18	-4.66	930813
85.4	-179.86	-1.99	980225
80.9	-140.02	0.02	911210
87.9	164.98	5.05	930224
77.7	-170.03	1.96	931025
81.3	-154.95	5.0	950605
70.2	-139.96	-2.02	970812
77.1	-139.86	4.91	980325
85.9	-139.86	4.91	960412
75.1	-110.02	-4.99	970810
78.9	-169.98	4.99	921002
86.1	-109.97	5.07	941231
91.0	-155.02	-1.97	970313
82.4	165.21	-4.99	980226
70.8	-179.95	-5.0	951031
79.0	-124.92	5.09	941102
86.5	-170.04	-8.01	950726
80.2	155.99	0.0	940513
77.7	164.98	2.06	930106
85.2	-109.98	-2.0	941018
89.2	-110.04	-1.98	970317
89.0	-95.01	1.98	950217
80.5	-139.98	-4.97	930906
86.7	-94.9	5.01	970922
75.6	164.42	-1.92	971117
84.2	-155.01	0.01	921223
87.0	-124.4	-0.24	950502
76.7	-124.86	5.11	961024
72.9	-154.99	7.97	960814
87.5	-170.01	1.99	921012
83.2	165.0	0.0	971027
77.0	-179.86	-1.96	940407
79.1	-170.04	-0.03	941220
83.7	-154.97	-8.29	960327
84.8	-110.05	8.03	911226
76.4	164.42	-1.92	971025
84.9	-109.99	-2.01	931112
86.3	160.54	-0.03	920617
93.3	-179.87	0.08	980512
92.3	-95.0	-2.0	961104
82.3	-109.92	-8.05	970429
78.5	-170.01	2.0	940703
80.6	-155.02	2.0	950316
94.2	-125.01	7.99	940221
73.0	147.07	1.92	921115
78.1	-170.01	-2.17	930919
87.5	-110.14	8.04	931124
82.8	157.51	-0.01	931118
77.5	-179.88	7.99	950831
82.1	-179.88	0.05	941217
80.1	-109.99	-4.97	930628
83.6	164.35	-1.94	970517
86.2	-125.05	1.98	950219
78.4	156.01	-5.0	961013
89.2	-154.99	8.01	950513
87.6	165.03	8.02	960307
75.7	156.15	0.0	970416
85.6	-155.06	2.0	930320
82.6	-154.92	4.99	960607
80.4	-139.96	0.01	950712
90.6	-95.1	-8.02	960416
81.6	-170.03	-2.18	930519
86.0	-154.98	8.0	950528
88.0	-170.02	8.01	950412
79.2	-155.01	-1.98	940502
80.2	-179.88	-1.99	960209
75.8	-154.9	5.0	930717
96.6	-95.1	-1.99	960911
74.4	-154.73	0.0	970621
78.0	147.01	4.96	971103
81.6	-154.95	-8.29	950919
83.4	165.01	2.01	940820
82.6	-169.96	5.0	951015
82.8	147.07	1.93	921228
82.0	164.99	2.06	930315
84.0	-139.97	-2.02	971118
76.6	-154.95	5.01	950813
85.2	165.0	8.0	920917
75.9	-179.84	-7.98	951214
84.4	164.39	-1.95	930502
89.7	-170.01	1.98	971213
90.3	-125.0	7.98	940211
73.8	164.98	1.98	961118
84.9	-169.98	-5.01	980429
84.7	164.99	5.04	960729
79.3	165.07	8.0	970721
78.5	-179.86	-1.99	960527
84.9	-179.87	-2.0	941223
78.9	164.16	-4.74	931207
90.7	165.01	2.0	971222
77.8	-109.93	-8.05	960901
75.8	-95.0	1.98	961117
84.1	-179.84	2.0	960505
84.4	-155.0	7.96	950307
78.9	-154.96	-8.27	980520
70.2	-139.95	-2.01	970128
82.1	-169.97	-5.02	970711
82.2	-154.92	5.0	960714
76.7	-154.96	-8.28	960920
86.5	165.18	-4.98	950206
82.5	-124.9	-4.99	941207
72.0	156.08	0.01	960621
75.4	164.99	5.03	960404
80.5	155.99	8.0	970523
82.0	164.85	-8.05	970425
76.2	-170.03	-0.03	950701
87.9	-125.0	7.98	931213
80.4	-179.9	-4.97	930411
75.5	-169.92	4.96	961105
70.3	165.0	1.95	901206
75.9	-179.87	-1.99	950610
78.5	156.04	8.03	950911
84.8	-179.86	2.0	931202
79.3	147.02	4.97	930828
83.2	-179.88	-2.0	960208
70.3	156.07	5.0	960807
84.8	147.02	4.96	930903
81.1	-95.01	1.98	950329
81.5	-125.27	1.95	960107
84.5	147.02	1.99	940516
81.2	-179.94	-8.01	940210
76.1	156.07	5.0	961102
87.0	-140.08	-2.04	900218
85.8	-125.01	8.04	960501
78.7	-170.05	-8.01	960622
73.1	147.0	2.0	961015
77.5	-124.96	-5.02	960714
79.3	-154.94	-8.27	920721
81.1	156.07	4.99	970122
82.4	-169.97	-5.03	930810
86.3	157.52	-0.01	931207
73.5	-170.01	-5.01	940124
75.1	-95.09	-8.02	950726
82.8	-110.05	-1.98	970324
82.8	156.03	5.0	920305
79.9	-95.09	-5.0	961027
80.5	-124.87	-5.04	920302
84.0	-109.99	-5.0	910913
88.1	-95.19	-4.99	960201
88.7	-109.99	-2.02	940505
74.6	156.0	2.0	911012
81.7	-155.0	-5.01	960316
78.1	-124.92	-4.99	940713
87.3	-94.95	8.06	971022
78.8	156.0	7.99	960415
82.0	-124.9	-2.0	940625
81.3	-95.07	-5.02	980317
98.5	-94.89	5.09	961219
82.4	153.95	-0.01	930416
75.8	164.99	0.0	951030
91.0	164.99	5.05	930506
80.5	-110.08	2.03	920331
81.6	-139.99	-1.96	930109
79.2	-154.93	5.0	961023
81.9	-169.95	4.97	971023
78.6	-179.86	4.99	970205
85.9	164.98	-7.99	910925
86.3	-95.04	1.98	930708
86.9	-154.99	7.97	960816
83.5	165.01	8.02	960518
81.5	-169.98	5.0	950223
83.7	-139.97	0.03	940710
77.2	165.21	-5.0	970524
72.3	-139.94	0.02	971012
82.8	156.0	-1.98	930717
75.5	-155.01	0.01	930119
75.1	-179.82	-7.98	961016
81.9	-140.26	9.0	960318
89.5	-139.99	-1.97	921112
77.0	-110.2	2.05	921105
75.3	165.03	0.0	940410
86.7	-109.92	-8.03	940222
83.3	-95.09	-8.02	961109
75.4	156.2	2.08	980107
82.0	-124.87	-5.05	911204
88.1	-139.96	-2.0	950809
86.0	-169.97	5.0	950404
88.1	147.0	0.0	970312
82.3	-125.03	1.97	971216
78.6	156.2	2.07	980407
80.8	-124.98	-8.01	940827
84.6	-139.93	0.01	900520
79.8	-154.99	-2.0	971217
84.4	-140.25	8.99	910921
81.3	164.82	-8.03	971203
93.2	-94.99	-0.03	960604
80.3	-170.04	-2.19	940131
84.8	-170.02	8.0	921006
74.2	146.99	1.98	940223
75.3	-125.03	-7.97	970930
80.1	-170.04	8.0	930403
81.3	-110.02	-4.98	970118
78.1	-169.96	4.98	940323
82.4	-109.99	-5.0	920824
77.0	-170.06	-2.16	921117
76.1	-170.0	-4.99	970220
76.5	156.0	-2.0	970310
91.7	-110.0	-2.0	950915
85.7	147.08	0.3	971226
77.0	147.04	1.95	910616
83.0	156.0	8.0	970620
79.1	-110.75	2.0	970701
73.7	156.13	0.0	960119
85.2	-140.27	9.0	950419
71.8	-155.02	-1.98	940107
74.9	-109.96	4.97	980503
74.7	164.41	-1.92	980327
80.8	-154.98	7.95	970119
87.0	-109.99	-2.01	940502
77.6	-125.07	1.97	940617
73.2	156.15	-0.01	970526
77.7	-169.96	4.98	940322
82.0	-154.91	4.99	971023
82.5	-155.01	-1.98	950728
80.1	165.09	8.05	930904
78.9	156.02	2.02	960824
79.3	-169.99	-5.02	930903
79.5	-154.99	-4.99	970531
83.6	-155.01	-4.99	920512
81.8	-139.91	-5.0	980323
83.0	156.0	-5.0	961121
76.7	-110.02	-4.99	970630
82.1	-110.41	2.09	960918
77.0	-179.99	-2.0	971123
75.6	-124.99	-7.99	941228
78.8	-179.8	2.02	980312
81.3	-139.97	1.99	930511
87.3	-94.97	-2.0	931009
83.6	-109.93	-8.05	980513
94.4	-124.9	-2.01	940326
78.4	-170.05	1.99	951002
74.5	-154.93	2.05	960522
92.4	-96.09	-0.31	960108
71.2	-179.9	0.01	961021
78.1	-154.94	5.01	950809
85.5	-124.88	5.13	970405
92.2	165.02	8.02	951103
76.5	137.43	2.44	970320
83.1	-94.94	5.03	980303
79.1	-125.29	1.97	950910
76.5	156.0	-2.0	970216
91.6	-179.87	0.08	980524
88.2	-154.98	0.0	960322
75.9	-179.89	0.04	941011
70.4	-179.94	-4.97	941021
81.6	-110.12	2.04	960706
82.9	-109.98	5.07	940612
87.9	-110.0	-5.0	920305
80.4	156.03	8.02	950722
80.1	165.47	-0.14	921222
78.1	165.0	5.03	940312
79.2	164.84	-8.03	970220
84.5	-124.93	8.12	940514
74.4	-109.99	-1.99	941106
95.8	-139.94	-0.02	980514
84.2	156.19	2.08	980219
82.4	-109.99	-4.99	930124
80.1	156.04	8.03	950522
85.7	-109.97	5.07	941205
85.2	-124.91	-2.04	920525
76.7	-109.89	4.99	951016
84.4	-139.96	-2.01	980316
79.9	-154.96	-8.29	950617
87.1	-109.97	-2.0	930316
80.8	-125.01	-7.98	951205
82.4	-110.1	2.02	941123
87.2	165.01	8.02	960407
78.5	-170.03	-2.15	961229
83.4	147.01	4.97	980326
68.5	-154.98	-4.99	931122
70.6	-154.95	-8.29	951130
85.0	-154.91	4.98	970606
83.5	-125.04	1.97	980326
75.8	155.9	-1.99	921006
81.3	164.99	2.05	930627
81.2	146.91	0.03	960410
78.9	146.99	1.99	930507
75.8	-170.04	-2.17	920923
84.7	-139.98	2.01	950422
81.4	-125.07	1.96	940901
88.1	-125.01	8.03	960428
82.4	-95.09	-5.01	961026
83.2	-139.97	-5.01	910425
82.2	-170.04	2.0	940717
75.2	-154.99	-4.99	961001
82.5	155.93	-1.99	980212
76.8	-154.99	7.98	980307
87.5	164.99	5.05	930209
83.5	-170.04	-0.04	940317
86.8	-140.57	2.16	951113
77.3	-124.97	-8.01	940622
86.4	-94.7	1.79	970228
77.1	-154.96	2.05	960921
78.5	-170.03	-0.03	930621
87.6	-110.11	2.04	960605
95.7	-170.01	1.98	980525
84.8	-139.97	-2.02	980127
78.4	156.0	-2.0	950915
89.3	-94.97	-1.98	921126
85.2	-124.99	5.06	940212
80.4	-155.01	0.01	921207
75.0	-170.02	-0.03	920707
81.6	-170.02	8.0	921020
76.5	165.03	2.01	950124
87.4	-170.02	1.97	960312
85.6	142.98	0.0	940123
79.0	164.96	2.01	970212
84.8	-140.27	8.99	930104
84.1	165.18	-4.99	941129
91.6	-95.18	0.27	941118
74.5	137.41	2.43	951022
81.5	-109.98	5.02	970607
81.6	-179.89	4.99	940206
79.5	156.06	0.02	960324
74.8	156.07	4.98	980319
76.4	-170.03	-4.99	941121
80.7	-140.02	0.01	961020
84.2	-139.99	1.97	941114
85.6	-124.97	5.08	941111
80.5	-110.0	-4.99	910912
80.5	-154.95	-8.27	920521
88.5	-94.98	-1.99	940112
78.4	156.05	4.99	941004
73.7	156.06	0.02	960619
85.6	-170.03	1.97	980126
80.6	-139.93	0.02	980109
86.3	-124.97	5.07	940826
90.8	-95.1	0.04	960811
80.6	-154.97	-4.99	951130
82.8	-170.05	-0.03	980126
78.9	-169.98	4.99	920722
78.7	-154.98	-4.99	970327
72.7	165.0	0.0	951018
79.4	-179.86	-7.99	970517
82.6	-109.97	5.07	941028
79.3	158.12	1.81	970317
77.6	156.23	4.99	970715
80.7	-179.96	-8.0	950725
85.0	-139.92	0.02	971204
79.9	-179.93	-4.97	941209
83.7	-140.26	9.0	930505
77.8	156.16	0.01	950831
77.9	-179.9	7.99	980108
74.4	-109.93	-8.06	960731
84.0	164.97	-7.99	940213
81.3	-109.96	5.06	940703
84.1	-179.97	-7.99	950303
77.9	-154.98	-4.99	940929
77.5	147.01	4.96	971022
81.9	-170.03	-0.04	940620
79.5	156.02	0.0	930713
80.2	-95.01	-5.0	941210
76.4	137.03	2.02	950804
87.1	164.99	8.0	920926
81.8	-179.94	-4.98	940927
91.2	142.97	0.0	940330
81.0	-139.95	-2.02	940530
83.2	146.99	0.0	970329
83.6	-95.03	-1.98	980325
72.3	-154.97	-8.28	971226
79.3	-154.98	0.03	910922
71.4	-179.89	5.0	940911
80.2	-154.94	2.05	960318
90.1	-169.94	4.98	960518
80.4	-179.96	-7.99	950730
83.1	-154.94	5.0	950424
86.5	-179.85	2.0	940210
75.8	-170.04	8.01	971105
92.3	-179.87	0.08	980521
84.3	-140.25	9.0	951118
80.0	156.04	0.01	920529
85.7	-94.98	0.11	980414
82.9	-124.9	-2.02	931116
83.0	-94.89	5.09	960908
80.6	-124.9	-2.03	921027
89.5	-170.02	8.01	921022
87.8	-154.92	4.99	970305
73.6	-139.97	-2.01	971102
81.7	156.01	2.01	940622
85.2	147.01	5.0	940823
78.1	164.99	0.0	970924
76.7	156.0	7.99	960601
82.8	-169.98	-5.01	930821
81.6	164.83	-8.04	960822
81.6	-124.33	-0.22	910603
78.1	-154.98	1.99	970203
91.8	-95.01	-1.99	951220
83.2	156.0	-2.0	970610
82.0	-170.04	-8.01	930803
88.0	-110.12	2.04	940807
80.4	-125.07	1.97	941212
80.9	-154.98	-8.28	970329
81.6	-139.91	-5.01	951114
89.5	165.19	-5.0	940503
79.3	-139.97	-4.97	930908
90.3	-154.99	7.95	970724
88.6	-124.95	-2.0	960411
89.2	-179.88	0.03	930505
69.1	-179.88	-2.0	950526
81.0	-154.95	1.98	971122
81.6	164.98	-7.99	911027
90.8	-94.97	-2.0	940320
77.3	-170.02	-2.19	940527
70.7	165.0	0.0	970323
79.2	-170.03	1.97	960914
82.9	-110.01	-1.98	971211
79.2	-125.06	1.96	940616
79.4	-154.96	-8.28	970515
79.8	-124.4	-0.25	941013
82.6	-125.07	1.96	940512
80.1	-179.86	-1.95	940315
75.6	-155.01	-1.99	940810
82.2	-124.91	8.13	940601
82.9	-124.87	5.12	970912
77.3	-169.99	-4.99	961012
87.5	156.0	5.0	930802
82.8	-144.72	-2.15	920512
80.2	-154.97	-4.99	951003
83.4	-140.25	9.0	930721
88.7	-109.93	-8.02	930411
76.8	-125.07	1.95	940922
71.9	165.0	0.0	960204
89.5	-170.04	-2.15	921230
73.0	164.99	5.03	960608
85.1	-154.98	0.0	960812
78.6	-139.97	-2.02	971115
84.7	-109.98	5.02	930430
82.2	-95.1	-8.02	951125
85.6	-109.98	-2.01	920208
75.8	-179.92	4.98	951004
94.0	-139.95	-2.0	960324
78.9	-155.02	-1.98	961009
86.7	165.08	8.0	970818
77.5	156.01	-5.01	971201
86.0	-154.99	-5.0	980311
76.2	-109.93	-0.06	970719
75.1	-94.99	1.97	951014
85.6	-95.02	-1.97	980403
79.2	164.41	-1.92	980226
72.6	-179.9	-5.02	970416
75.7	-179.88	8.0	940102
89.8	-140.01	5.02	920511
85.1	-109.94	-0.07	970812
83.2	-109.99	-4.99	911211
81.5	-110.76	1.99	970703
76.9	-170.04	1.98	950703
79.8	165.03	1.99	970824
80.5	157.5	-0.01	930330
71.8	-170.04	1.97	930915
82.0	-170.02	-2.18	930609
85.5	-154.96	-4.99	920119
76.6	-169.95	4.97	970603
72.0	156.04	0.0	921128
78.9	165.21	-5.0	980103
89.4	-124.95	-1.99	960624
80.2	-170.03	-0.04	930702
81.5	-124.96	-5.02	960816
85.7	165.07	8.05	931218
79.3	-110.0	-4.99	940829
80.1	-170.04	-0.04	940101
77.6	137.03	2.03	940802
72.1	-109.95	-8.01	940926
81.4	156.21	2.08	971125
85.9	-94.96	1.96	930125
79.8	-95.0	-4.99	950105
91.4	-109.98	5.02	931212
80.2	165.67	0.34	930225
83.9	-140.32	8.96	971007
78.0	156.06	5.0	940602
76.9	-179.89	5.0	940904
80.7	-154.94	-8.28	950814
76.1	-179.87	-0.01	970916
86.7	-139.99	-1.98	930319
76.0	165.07	8.04	930814
81.7	-170.02	-4.99	950123
80.9	-124.97	5.04	930507
90.0	-109.97	0.01	950910
77.0	-154.96	-5.01	921024
86.9	-125.08	1.97	970221
91.3	-125.02	8.05	960909
86.4	-125.01	8.03	960629
79.7	147.02	1.98	910526
77.7	-170.0	-4.99	970216
87.5	-140.24	9.0	950113
72.7	-155.0	-5.02	961122
85.7	165.06	7.99	980507
85.5	-124.32	-0.21	960715
82.2	-179.9	0.04	950329
84.3	-110.75	1.99	970301
81.6	-110.0	-0.01	931126
88.3	-139.85	4.91	960218
75.9	-179.91	0.01	961205
80.5	-110.2	2.04	921124
85.3	-124.89	-2.01	940601
82.0	-110.08	2.02	920508
75.7	-139.91	0.02	971112
82.4	-179.9	8.0	960617
81.3	-139.99	-1.97	930703
73.4	-140.2	0.0	901109
93.4	-94.96	-1.99	921231
75.1	-179.96	-7.99	950309
85.3	156.1	5.01	971106
75.3	-179.9	-4.97	940603
81.4	156.21	2.09	980414
86.0	-139.96	-2.02	980412
80.3	-125.26	1.99	960103
81.3	-109.99	-4.98	971006
80.3	-170.02	7.99	950121
82.8	-110.08	2.03	920611
87.6	-140.92	2.27	960205
84.4	147.02	4.96	940315
79.8	137.41	2.43	951127
85.0	-124.88	-2.1	941215
84.6	-139.96	-2.0	950625
89.5	-110.14	8.04	940723
74.9	-155.06	2.01	931207
82.4	-179.89	-4.98	930717
80.5	-170.04	-2.16	961109
78.0	-179.88	7.99	951003
85.1	-109.97	5.02	970526
84.1	-140.0	1.98	970618
72.3	-125.01	-7.98	960730
84.4	164.18	-4.73	930916
85.1	-109.98	-2.01	920202
80.5	-109.93	-8.03	931202
81.8	165.07	5.05	970405
81.3	165.01	8.0	921015
81.8	-169.95	4.99	930626
85.5	164.98	2.05	930526
83.3	-179.86	-1.99	980108
73.5	164.98	0.0	960817
76.7	146.92	0.04	960901
77.2	-109.93	-8.05	951207
78.8	-179.8	2.02	971224
80.2	-140.05	0.01	911009
76.8	-169.98	4.97	980410
79.7	-109.92	-8.06	970713
80.6	-179.88	5.0	961023
71.6	165.17	-4.99	951017
79.7	164.85	0.03	920619
79.1	-125.1	1.96	950712
78.5	169.99	0.04	920523
83.0	165.65	0.47	930310
96.3	-94.89	5.01	971103
84.3	-155.01	0.01	930212
80.9	-179.9	0.02	960429
78.8	164.84	-8.04	961103
82.0	156.0	4.99	921103
83.6	137.02	2.02	920926
80.1	-179.93	0.03	931213
80.6	-109.94	-8.01	941117
71.9	-170.02	8.02	960418
88.6	-94.99	7.95	941116
87.7	-110.11	2.04	950105
78.5	-170.04	-8.01	931101
80.4	-109.87	4.98	950829
72.6	-179.9	-5.02	970227
80.7	156.02	-4.99	940606
82.8	-94.95	8.06	951213
85.7	-124.35	0.02	940721
86.7	-154.98	0.0	960127
81.6	-179.88	-4.98	930616
78.3	-140.36	2.09	951017
72.9	-125.01	-7.96	960917
78.6	-170.03	-0.03	950419
76.4	-170.01	8.01	950103
75.4	165.0	0.0	950628
81.6	-124.99	8.0	930716
78.5	-179.87	7.99	951029
79.5	-169.98	4.98	940610
86.1	-154.97	-8.28	980322
79.9	-124.89	-2.03	971222
84.0	-124.9	-4.99	941214
76.2	-170.04	-0.03	960719
77.0	-179.86	5.0	961217
72.3	-170.04	-0.03	920930
76.6	-124.96	-5.02	960808
85.1	-124.87	5.13	970612
79.7	-154.98	-2.02	910724
85.5	-155.03	2.0	920604
75.7	165.03	0.0	940922
80.6	146.9	0.14	971011
87.8	-95.09	-8.02	960304
83.8	-94.92	8.05	961105
86.4	-110.14	8.05	950529
83.8	-94.95	8.05	960120
83.2	137.41	2.43	980425
77.7	164.99	8.0	930210
80.4	-125.02	-7.98	960411
86.8	-94.93	5.07	960626
86.4	165.02	8.02	951211
74.8	-170.03	-0.03	960831
76.5	-125.02	-7.96	970919
88.9	165.01	8.03	950805
79.4	-154.97	-8.28	970316
79.8	-109.93	-8.05	960101
83.3	-139.98	0.02	950106
78.5	-169.99	-5.01	970820
77.0	-109.93	-8.05	950420
89.8	164.97	-7.97	930617
82.5	-179.85	2.0	940307
80.4	156.04	8.02	950415
87.6	165.07	8.05	940516
71.6	156.14	0.0	961119
78.1	-140.02	1.99	940629
80.5	-154.99	-1.97	950629
85.9	137.01	2.03	930122
70.0	-124.88	5.33	960831
81.5	-179.88	8.0	950220
78.1	164.4	-1.94	950802
79.0	-154.94	-8.29	950615
80.1	143.03	0.02	920517
80.2	-154.97	-4.99	950606
75.4	165.01	8.01	970313
88.7	-124.35	-0.25	910830
80.7	-169.92	1.99	970611
86.5	156.05	4.99	960401
73.4	-155.01	7.95	950209
82.7	-154.98	0.0	960920
76.9	-169.99	-5.01	970522
80.1	-154.96	-5.01	930105
89.1	-169.95	1.98	970206
80.4	-170.06	-8.0	961027
77.7	-155.0	-5.0	910729
80.4	-109.92	-8.06	961221
77.5	-95.09	-8.02	951017
96.2	-95.98	-0.24	950914
84.6	-109.98	-4.98	980515
92.2	164.98	-7.98	931112
77.7	-170.04	8.0	930402
82.0	-170.01	-2.16	971201
88.1	-124.97	5.05	940104
82.7	-154.94	2.05	960310
86.3	-140.24	9.0	940603
71.0	-124.35	-0.26	961003
83.0	-169.98	5.0	940923
77.1	-179.84	2.0	950316
75.4	-170.05	-2.16	920616
77.3	156.02	-5.0	930325
85.1	-109.96	0.03	980402
81.7	-110.02	-4.99	961127
79.6	-170.02	8.03	960729
76.3	-179.84	-7.98	960424
88.2	-110.05	-4.98	940507
85.9	-139.86	4.9	960308
83.9	-170.01	1.96	960219
80.1	137.02	2.02	920516
75.1	-95.09	-8.02	950530
76.9	-170.0	-4.99	970208
86.3	-124.34	-0.22	910804
83.2	-179.96	-7.99	950809
81.1	165.01	8.02	950731
82.6	-154.93	4.99	970115
82.0	-140.02	1.97	970916
77.8	-125.01	8.04	960722
78.3	-169.95	4.98	950907
76.0	-155.0	-5.01	960811
80.7	156.19	0.07	971122
81.7	-170.02	-5.0	950108
82.9	-139.85	4.91	961023
78.1	-125.04	1.97	970427
80.8	156.05	4.99	950327
77.0	-169.98	-5.02	930924
87.3	-179.86	0.03	930507
82.8	-124.9	-5.04	930912
74.6	-170.01	-0.02	920701
79.5	156.04	-4.99	940514
84.0	-169.99	-2.24	970606
82.1	165.0	0.0	930512
78.2	156.15	0.0	970103
89.9	-109.99	-0.01	940101
79.9	-169.95	4.98	970702
84.8	-110.24	2.13	920721
79.2	-109.88	4.99	950827
79.6	-110.11	2.03	950602
87.7	-140.33	8.96	970918
76.8	-124.93	-2.05	970906
80.1	147.01	4.97	971125
81.2	156.02	0.0	930821
81.8	-169.94	4.98	950718
73.6	-95.01	-4.99	940605
76.0	-109.98	-4.97	950611
82.1	-139.94	0.02	960807
90.2	-140.25	8.99	911005
77.1	164.95	2.0	970112
72.8	156.15	-0.01	970624
81.3	164.99	2.06	930305
83.2	-170.02	-0.03	920407
84.3	-155.01	0.03	950814
81.1	-179.89	-2.0	950806
82.8	-110.01	-4.99	921226
83.1	-110.03	0.02	941209
87.7	-139.96	-2.01	980518
76.6	156.06	4.99	940301
81.5	-170.03	8.01	961130
76.9	-139.93	0.02	980312
84.7	-170.04	-0.04	930405
80.9	-179.85	2.0	940103
77.8	164.37	-1.96	930915
86.3	-140.04	0.01	910607
77.0	156.15	0.0	970411
70.2	165.01	0.0	910816
73.1	-179.83	-7.98	960501
82.0	156.01	2.0	930902
86.7	-169.92	4.97	960812
93.7	-96.09	-0.31	950927
91.4	-124.89	-2.01	940306
80.4	-170.01	8.0	950808
84.8	-140.26	8.99	921120
92.5	-95.0	1.99	941118
78.3	165.17	-4.98	951008
86.8	-179.87	7.99	950921
88.7	164.96	-7.99	930712
75.7	-124.87	5.34	960628
76.7	147.05	4.95	970119
80.9	-170.02	-2.18	930505
86.0	-95.0	5.02	940723
72.4	-109.99	-1.98	970929
77.3	-95.0	0.11	980114
73.5	-155.0	-5.01	961027
73.5	164.97	0.0	960814
84.4	-155.03	2.0	920321
83.6	-154.95	1.99	971210
83.2	-124.99	5.06	940720
78.5	-139.97	-5.01	910116
84.6	-179.91	5.0	960612
79.7	-155.0	0.02	950702
84.5	-95.07	-5.02	980322
74.7	-139.91	-5.01	960817
74.1	-170.02	2.0	941114
75.8	137.41	2.43	960727
82.1	165.04	0.0	910523
80.8	-170.07	-8.01	960819
81.3	146.99	1.98	920715
79.1	-179.87	7.99	951107
79.3	164.98	0.01	961112
81.6	-110.08	2.02	911124
82.6	137.42	2.43	950905
79.7	-110.14	8.04	930930
87.0	-95.07	-5.02	980325
81.4	-170.01	1.96	960216
79.8	-125.06	1.97	970728
77.8	147.05	0.0	950121
75.2	156.02	0.01	940120
78.9	-154.97	0.03	910930
79.3	156.02	-4.99	940611
78.5	-169.99	-5.0	961221
79.6	-109.99	-5.01	950114
78.2	147.04	4.96	951116
74.6	-140.0	5.0	920820
89.6	-124.89	-2.01	940304
80.0	-94.97	5.01	970305
83.6	-95.19	-4.94	971211
73.8	-154.95	-8.27	921030
85.2	-154.96	-5.01	921204
88.1	156.03	0.01	920801
82.2	-125.01	8.03	970603
71.3	146.92	0.03	960910
74.6	-139.92	-4.98	931107
85.7	156.02	8.09	980531
86.3	-94.9	5.02	980130
77.0	155.9	-1.99	921117
83.1	164.99	5.05	970425
86.3	147.02	4.96	930610
88.3	-110.13	8.06	951203
73.0	-169.97	4.99	920809
86.7	-140.26	8.98	910725
81.8	-153.44	2.69	970505
75.4	165.11	-0.04	961222
85.5	156.18	0.05	980321
82.3	-179.78	2.02	971008
72.1	156.02	0.0	940309
78.9	-139.98	-1.96	921122
81.3	-155.0	-5.02	960214
82.0	-124.9	-5.03	930602
87.7	-94.96	8.05	951228
85.5	-140.34	2.09	951025
84.9	-139.96	-2.02	961223
82.5	-154.97	-4.99	950827
75.3	156.02	2.02	960815
83.2	-154.97	0.03	920710
80.7	-110.86	2.07	980221
83.6	-124.89	-2.04	911209
75.1	-179.83	-7.98	951217
81.8	-110.13	8.06	950821
78.9	-179.89	0.01	960306
83.2	-179.94	-8.01	940614
81.2	137.01	2.03	950830
85.9	164.79	-4.94	940111
81.7	-179.88	-4.98	940518
82.4	-155.01	2.01	950515
70.5	-155.0	0.01	940923
83.3	-139.85	4.92	961127
85.1	-124.91	8.13	950127
81.0	-154.97	-4.98	950730
71.6	-170.02	-4.99	960715
74.6	-154.98	-4.99	911105
85.4	165.08	8.0	970906
76.0	-179.86	0.04	941113
75.6	-139.9	-4.99	970823
90.0	142.98	0.01	930928
80.6	156.05	5.0	950809
80.9	156.03	4.99	920423
88.5	-140.55	2.17	951201
81.0	-179.85	-7.99	970618
77.3	-124.89	-5.04	920730
78.6	-154.99	-8.27	950102
77.0	-170.05	-0.03	951116
77.1	-170.03	-2.26	970808
75.5	-170.02	7.99	931115
89.9	-124.9	-2.04	980228
86.1	-170.01	1.96	960621
85.2	156.02	2.0	930723
80.4	-95.09	-8.02	961107
71.8	147.01	2.0	951027
76.8	-95.11	-8.01	970618
81.3	-169.99	-5.01	980531
81.6	-169.96	4.97	970725
81.9	-170.03	-0.03	980321
77.4	156.14	0.0	970211
81.1	-125.03	8.02	980314
77.7	-170.01	8.0	930910
80.1	-109.93	-8.05	950709
79.2	-170.02	1.97	960122
73.7	156.12	0.0	960205
80.8	-125.01	-7.99	960415
79.3	-179.9	0.01	960712
75.1	-179.88	-2.0	960112
83.2	-170.04	-2.17	920427
85.4	-139.95	-2.0	940329
88.6	-94.98	-1.99	940820
81.9	-110.75	2.0	970517
71.6	-139.91	-4.99	970929
83.0	-110.02	-4.98	970224
71.5	-170.02	1.96	961002
79.7	137.41	2.42	960715
87.5	-169.96	4.98	970710
82.2	-170.05	8.02	970216
84.8	-147.16	6.97	891208
81.3	160.54	-0.02	930305
86.4	164.97	-7.98	930703
77.0	165.0	1.97	900921
81.4	-139.91	-5.0	980403
78.9	-95.09	-8.03	961120
86.0	-125.0	7.98	940205
77.9	-110.77	2.0	970727
75.2	-97.0	2.46	960526
81.3	-109.99	-4.97	931205
82.5	156.03	-4.99	941001
77.1	-170.01	-2.22	970707
75.1	147.0	2.0	960802
82.1	-155.01	0.01	940620
76.8	-95.04	-4.99	940518
81.4	-125.0	8.04	960609
79.4	-109.95	-8.01	940509
72.7	-169.99	-5.02	931019
78.0	164.42	-1.92	980525
78.6	-110.01	-1.98	980430
73.3	-179.99	-2.0	971108
86.4	-179.85	2.0	960428
81.3	164.86	0.03	920515
75.4	-95.12	-8.01	970604
